ID,Company,Category,Sub Category,Region,Source Name,URL,URL Type,RSS Available,XML Available,Update Frequency,Language,Official,Requires JS,Pagination,Status Code,Notes
152,ROF,Developer,Official Blog,Gurugram,ROF,https://www.rof.co.in/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
153,ROF,Developer,News Category,Gurugram,ROF,https://www.rof.co.in/corporate-news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
154,ROF,Developer,Research,Gurugram,ROF,https://www.rof.co.in/insights,Research,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
155,ROF,Developer,Investor News,Gurugram,ROF,https://www.rof.co.in/investor-news,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
156,ROF,Developer,Investor News,Gurugram,ROF,https://www.rof.co.in/investors,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
157,ROF,Developer,Media Centre,Gurugram,ROF,https://www.rof.co.in/media,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
158,ROF,Developer,Media Centre,Gurugram,ROF,https://www.rof.co.in/media-center,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
159,ROF,Developer,News Category,Gurugram,ROF,https://www.rof.co.in/news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
160,ROF,Developer,News Category,Gurugram,ROF,https://www.rof.co.in/newsroom,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
161,ROF,Developer,Press Release Archive,Gurugram,ROF,https://www.rof.co.in/press,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
162,ROF,Developer,Press Release Archive,Gurugram,ROF,https://www.rof.co.in/press-releases,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
163,Rustomjee,Developer,Official Blog,NCR,Rustomjee,https://www.rustomjee.com/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
164,Rustomjee,Developer,News Category,NCR,Rustomjee,https://www.rustomjee.com/newsroom,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
165,SG Estates,Developer,Official Blog,Noida,SG Estates,https://www.sgestates.in/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
166,SG Estates,Developer,News Category,Noida,SG Estates,https://www.sgestates.in/corporate-news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
167,SG Estates,Developer,Research,Noida,SG Estates,https://www.sgestates.in/insights,Research,Unknown,Unknown,As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
168,SG Estates,Developer,Investor News,Noida,SG Estates,https://www.sgestates.in/investor-news,Investor News,Unknown,Unknown,As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
169,SG Estates,Developer,Investor News,Noida,SG Estates,https://www.sgestates.in/investors,Investor News,Unknown,Unknown,As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
170,SG Estates,Developer,Media Centre,Noida,SG Estates,https://www.sgestates.in/media,Media Centre,Unknown,Unknown,As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
171,SG Estates,Developer,Media Centre,Noida,SG Estates,https://www.sgestates.in/media-center,Media Centre,Unknown,Unknown,As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
172,SG Estates,Developer,News Category,Noida,SG Estates,https://www.sgestates.in/news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
173,SG Estates,Developer,News Category,Noida,SG Estates,https://www.sgestates.in/newsroom,News Category,Unknown,Unknown,Daily/As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
174,SG Estates,Developer,Press Release Archive,Noida,SG Estates,https://www.sgestates.in/press,Press Release Archive,Unknown,Unknown,As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
175,SG Estates,Developer,Press Release Archive,Noida,SG Estates,https://www.sgestates.in/press-releases,Press Release Archive,Unknown,Unknown,As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
176,Signature Global,Developer,Official Blog,Gurugram,Signature Global,https://www.signatureglobal.in/blog/page/1,Official Blog,Unknown,Unknown,As Published,English,Yes,Maybe,Likely,200,Verified dynamic source page
177,Smartworld,Developer,Official Blog,Gurugram,Smartworld,https://smartworlddevelopers.com/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
178,Sobha,Developer,Official Blog,NCR,Sobha,https://www.sobha.com/blog/pros-and-cons-of-living-in-gift-city-gandhinagar,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
179,Sobha,Developer,Media Centre,NCR,Sobha,https://www.sobha.com/media-centre,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
180,Sobha,Developer,Press Release Archive,NCR,Sobha,https://www.sobha.com/media-centre/press-coverage,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
181,Sobha,Developer,News Category,NCR,Sobha,https://www.sobha.com/newspaper-advertisement,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
182,SVP Group,Developer,Official Blog,Noida,SVP Group,https://www.svpgroup.in/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
183,Techman Buildwell,Developer,Official Blog,Noida,Techman Buildwell,https://www.techmanbuildwell.com/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
184,Techman Buildwell,Developer,News Category,Noida,Techman Buildwell,https://www.techmanbuildwell.com/corporate-news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
185,Techman Buildwell,Developer,Research,Noida,Techman Buildwell,https://www.techmanbuildwell.com/insights,Research,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
186,Techman Buildwell,Developer,Investor News,Noida,Techman Buildwell,https://www.techmanbuildwell.com/investor-news,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
187,Techman Buildwell,Developer,Investor News,Noida,Techman Buildwell,https://www.techmanbuildwell.com/investors,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
188,Techman Buildwell,Developer,Media Centre,Noida,Techman Buildwell,https://www.techmanbuildwell.com/media,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
189,Techman Buildwell,Developer,Media Centre,Noida,Techman Buildwell,https://www.techmanbuildwell.com/media-center,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
190,Techman Buildwell,Developer,News Category,Noida,Techman Buildwell,https://www.techmanbuildwell.com/news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
191,Techman Buildwell,Developer,News Category,Noida,Techman Buildwell,https://www.techmanbuildwell.com/newsroom,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
192,Techman Buildwell,Developer,Press Release Archive,Noida,Techman Buildwell,https://www.techmanbuildwell.com/press,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
193,Techman Buildwell,Developer,Press Release Archive,Noida,Techman Buildwell,https://www.techmanbuildwell.com/press-releases,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
194,Total Environment,Developer,Official Blog,NCR,Total Environment,https://www.total-environment.com/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,Maybe,Likely,200,Verified dynamic source page
195,Total Environment,Developer,News Category,NCR,Total Environment,https://www.total-environment.com/corporate-news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,Maybe,Likely,200,Verified dynamic source page
196,Total Environment,Developer,Research,NCR,Total Environment,https://www.total-environment.com/insights,Research,Unknown,Unknown,As Published,English,Yes,Maybe,Likely,200,Verified dynamic source page
197,Total Environment,Developer,Investor News,NCR,Total Environment,https://www.total-environment.com/investor-news,Investor News,Unknown,Unknown,As Published,English,Yes,Maybe,Likely,200,Verified dynamic source page
198,Total Environment,Developer,Investor News,NCR,Total Environment,https://www.total-environment.com/investors,Investor News,Unknown,Unknown,As Published,English,Yes,Maybe,Likely,200,Verified dynamic source page
199,Total Environment,Developer,Media Centre,NCR,Total Environment,https://www.total-environment.com/media,Media Centre,Unknown,Unknown,As Published,English,Yes,Maybe,Likely,200,Verified dynamic source page
200,Total Environment,Developer,Media Centre,NCR,Total Environment,https://www.total-environment.com/media-center,Media Centre,Unknown,Unknown,As Published,English,Yes,Maybe,Likely,200,Verified dynamic source page
201,Total Environment,Developer,News Category,NCR,Total Environment,https://www.total-environment.com/news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,Maybe,Likely,200,Verified dynamic source page
202,Total Environment,Developer,News Category,NCR,Total Environment,https://www.total-environment.com/newsroom,News Category,Unknown,Unknown,Daily/As Published,English,Yes,Maybe,Likely,200,Verified dynamic source page
203,Total Environment,Developer,Press Release Archive,NCR,Total Environment,https://www.total-environment.com/press,Press Release Archive,Unknown,Unknown,As Published,English,Yes,Maybe,Likely,200,Verified dynamic source page
204,Total Environment,Developer,Press Release Archive,NCR,Total Environment,https://www.total-environment.com/press-releases,Press Release Archive,Unknown,Unknown,As Published,English,Yes,Maybe,Likely,200,Verified dynamic source page
205,TVS Emerald,Developer,Official Blog,NCR,TVS Emerald,https://www.tvsemerald.com/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
206,TVS Emerald,Developer,Investor News,NCR,TVS Emerald,https://www.tvsemerald.com/investors,Investor News,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
207,TVS Emerald,Developer,News Category,NCR,TVS Emerald,https://www.tvsemerald.com/news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Likely,200,Verified dynamic source page
208,Unitech,Developer,Official Blog,NCR,Unitech,https://www.unitechgroup.com/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
209,Unitech,Developer,News Category,NCR,Unitech,https://www.unitechgroup.com/corporate-news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
210,Unitech,Developer,Research,NCR,Unitech,https://www.unitechgroup.com/insights,Research,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
211,Unitech,Developer,Investor News,NCR,Unitech,https://www.unitechgroup.com/investor-news,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
212,Unitech,Developer,Investor News,NCR,Unitech,https://www.unitechgroup.com/investors,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
213,Unitech,Developer,Media Centre,NCR,Unitech,https://www.unitechgroup.com/media,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
214,Unitech,Developer,Media Centre,NCR,Unitech,https://www.unitechgroup.com/media-center,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
215,Unitech,Developer,News Category,NCR,Unitech,https://www.unitechgroup.com/news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
216,Unitech,Developer,News Category,NCR,Unitech,https://www.unitechgroup.com/newsroom,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
217,Unitech,Developer,Press Release Archive,NCR,Unitech,https://www.unitechgroup.com/press,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
218,Unitech,Developer,Press Release Archive,NCR,Unitech,https://www.unitechgroup.com/press-releases,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
219,Uppal Housing,Developer,Media Centre,NCR,Uppal Housing,https://www.uppal.co.in/media-coverage,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
220,Whiteland,Developer,News Category,Gurugram,Whiteland,https://www.whitelandcorporation.com/corporate-news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
221,Whiteland,Developer,Research,Gurugram,Whiteland,https://www.whitelandcorporation.com/insights,Research,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
222,Whiteland,Developer,Investor News,Gurugram,Whiteland,https://www.whitelandcorporation.com/investor-news,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
223,Whiteland,Developer,Investor News,Gurugram,Whiteland,https://www.whitelandcorporation.com/investors,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
224,Whiteland,Developer,Media Centre,Gurugram,Whiteland,https://www.whitelandcorporation.com/media,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
225,Whiteland,Developer,Media Centre,Gurugram,Whiteland,https://www.whitelandcorporation.com/media-center,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
226,Whiteland,Developer,News Category,Gurugram,Whiteland,https://www.whitelandcorporation.com/news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
227,Whiteland,Developer,News Category,Gurugram,Whiteland,https://www.whitelandcorporation.com/newsroom,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
228,Whiteland,Developer,Press Release Archive,Gurugram,Whiteland,https://www.whitelandcorporation.com/press,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
229,Whiteland,Developer,Press Release Archive,Gurugram,Whiteland,https://www.whitelandcorporation.com/press-releases,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
230,DDA,Government,RSS Feed,NCR,DDA,https://dda.gov.in/rss.xml,RSS Feed,Yes,Yes,Daily/As Published,English,Yes,No,Unknown,200,Verified XML/RSS/sitemap source
231,HSIIDC,Government,Announcement,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/announcement,Announcement,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
232,HSIIDC,Government,Announcement,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/announcements,Announcement,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
233,HSIIDC,Government,XML Feed,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/atom.xml,XML Feed,Unknown,Yes,Daily/As Published,English,Yes,No,Unknown,200,Verified XML/RSS/sitemap source
234,HSIIDC,Government,Official Blog,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/blog,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
235,HSIIDC,Government,Official Blog,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/blogs,Official Blog,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
236,HSIIDC,Government,Real Estate Section,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/category/real-estate,Real Estate Section,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
237,HSIIDC,Government,Circular,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/circular,Circular,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
238,HSIIDC,Government,Circular,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/circulars,Circular,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
239,HSIIDC,Government,City News,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/cities/faridabad-news,City News,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
240,HSIIDC,Government,City News,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/cities/gurugram-news,City News,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
241,HSIIDC,Government,City News,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/cities/noida-news,City News,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
242,HSIIDC,Government,RSS Feed,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/feed,RSS Feed,Yes,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
243,HSIIDC,Government,Infrastructure News,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/infrastructure,Infrastructure News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
244,HSIIDC,Government,Infrastructure News,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/infrastructure-news,Infrastructure News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
245,HSIIDC,Government,Research,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/insights,Research,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
246,HSIIDC,Government,Investor News,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/investor-relations/news,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
247,HSIIDC,Government,Investor News,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/investors/news,Investor News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
248,HSIIDC,Government,News Category,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/latest-news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
249,HSIIDC,Government,Market Reports,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/market-reports,Market Reports,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
250,HSIIDC,Government,Media Centre,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/media,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
251,HSIIDC,Government,Media Centre,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/media-center,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
252,HSIIDC,Government,Media Centre,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/media-centre,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
253,HSIIDC,Government,Press Release Archive,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/media/press,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
254,HSIIDC,Government,News Category,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/news,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
255,HSIIDC,Government,News Category,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/news-room,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
256,HSIIDC,Government,News Sitemap,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/news-sitemap.xml,News Sitemap,Unknown,Yes,As Published,English,Yes,No,Unknown,200,Verified XML/RSS/sitemap source
257,HSIIDC,Government,Real Estate Section,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/news/business/real-estate,Real Estate Section,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
258,HSIIDC,Government,Infrastructure News,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/news/infrastructure,Infrastructure News,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
259,HSIIDC,Government,Real Estate Section,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/news/real-estate,Real Estate Section,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
260,HSIIDC,Government,News Category,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/newsroom,News Category,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
261,HSIIDC,Government,Notification,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/notification,Notification,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
262,HSIIDC,Government,Notification,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/notifications,Notification,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
263,HSIIDC,Government,News Sitemap,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/page-sitemap.xml,News Sitemap,Unknown,Yes,As Published,English,Yes,No,Unknown,200,Verified XML/RSS/sitemap source
264,HSIIDC,Government,News Sitemap,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/post-sitemap.xml,News Sitemap,Unknown,Yes,As Published,English,Yes,No,Unknown,200,Verified XML/RSS/sitemap source
265,HSIIDC,Government,Press Release Archive,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/press,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
266,HSIIDC,Government,Press Release Archive,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/press-release,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
267,HSIIDC,Government,Press Release Archive,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/press-releases,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
268,HSIIDC,Government,Property Section,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/property,Property Section,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
269,HSIIDC,Government,Property Section,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/property-news,Property Section,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
270,HSIIDC,Government,Real Estate Section,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/real-estate,Real Estate Section,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
271,HSIIDC,Government,Real Estate Section,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/real-estate/news,Real Estate Section,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
272,HSIIDC,Government,Market Reports,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/reports,Market Reports,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
273,HSIIDC,Government,Research,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/research,Research,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
274,HSIIDC,Government,RSS Feed,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/rss,RSS Feed,Yes,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
275,HSIIDC,Government,RSS Feed,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/rss.xml,RSS Feed,Yes,Yes,Daily/As Published,English,Yes,No,Unknown,200,Verified XML/RSS/sitemap source
276,HSIIDC,Government,News Sitemap,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/sitemap.xml,News Sitemap,Unknown,Yes,As Published,English,Yes,No,Unknown,200,Verified XML/RSS/sitemap source
277,HSIIDC,Government,Real Estate Section,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/tag/real-estate,Real Estate Section,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
278,HSIIDC,Government,Tender,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/tender,Tender,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
279,HSIIDC,Government,Tender,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/tenders,Tender,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
280,HSIIDC,Government,City News,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/topic/faridabad/news,City News,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
281,HSIIDC,Government,City News,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/topic/greater-noida/news,City News,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
282,HSIIDC,Government,City News,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/topic/gurugram/news,City News,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
283,HSIIDC,Government,City News,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/topic/noida/news,City News,Unknown,Unknown,Daily/As Published,English,Yes,No,Unknown,200,Verified dynamic source page
284,HSIIDC,Government,Real Estate Section,Gurugram/Faridabad,HSIIDC,https://hsiidc.org.in/topic/real-estate,Real Estate Section,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
285,HSVP,Government,Announcement,Gurugram/Faridabad,HSVP,https://hsvphry.org.in/,Announcement,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
286,HSVP,Government,Property Section,Gurugram/Faridabad,HSVP,https://hsvphry.org.in/property,Property Section,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
287,NCRTC,Government,RSS Feed,NCR,NCRTC,https://ncrtc.in/feed,RSS Feed,Yes,Yes,Daily/As Published,English,Yes,No,Unknown,200,Verified XML/RSS/sitemap source
288,NCRTC,Government,Media Centre,NCR,NCRTC,https://ncrtc.in/media-interaction-for-non-fare-revenue-options,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
289,NCRTC,Government,Press Release Archive,NCR,NCRTC,https://ncrtc.in/press-release-ncrtc-board-approves-dpr-of-delhi-gurugram-snb-rrts-corridor,Press Release Archive,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
290,NCRTC,Government,Property Section,NCR,NCRTC,https://ncrtc.in/property-prices-in-meerut-have-increased-by-up-to-30,Property Section,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
291,NCRTC,Government,Market Reports,NCR,NCRTC,https://ncrtc.in/reports,Market Reports,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
292,NCRTC,Government,Tender,NCR,NCRTC,https://ncrtc.in/tenders-floated-for-phase-1-of-regional-rapid-transit-system-hindustan-times,Tender,Unknown,Unknown,As Published,English,Yes,No,Likely,200,Verified dynamic source page
293,NIA,Government,News Category,Noida,NIA,https://www.niairport.in/en/company/news/overview/news-overview,News Category,Unknown,Unknown,Daily/As Published,English,Yes,Maybe,Unknown,200,Verified dynamic source page
294,UP RERA,Government,Media Centre,Noida,UP RERA,https://www.up-rera.in/media,Media Centre,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
295,UP RERA,Government,Property Section,Noida,UP RERA,https://www.up-rera.in/property,Property Section,Unknown,Unknown,As Published,English,Yes,No,Unknown,200,Verified dynamic source page
296,UPEIDA,Government,News Sitemap,Noida,UPEIDA,https://upeida.up.gov.in/sitemap.xml,News Sitemap,Unknown,Yes,As Published,English,Yes,No,Unknown,200,Verified XML/RSS/sitemap source
297,YEIDA,Government,News Sitemap,Noida,YEIDA,https://www.yamunaexpresswayauthority.com/sitemap.xml,News Sitemap,Unknown,Yes,As Published,English,Yes,No,Unknown,200,Verified XML/RSS/sitemap source
